OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
OKC,3,4,17,5,WN,MDW,0,23,29,0
BUR,3,9,9,3,WN,OAK,0,8,29,0
OMA,3,26,7,6,MQ,ORD,0,9,30,0
EWR,3,7,9,1,WN,AUS,0,11,29,0
OKC,3,27,12,7,WN,LAS,0,5,30,0
HOU,3,17,8,4,WN,MSY,0,9,30,0
IAD,3,10,8,4,EV,JAX,0,11,30,0
PHL,3,10,22,4,US,BOS,1,14,29,0
JFK,3,6,20,7,B6,AUS,0,13,30,0
MSY,3,16,10,3,UA,IAH,0,11,30,0
MDW,3,17,13,4,WN,TPA,0,11,29,0
CLT,3,8,19,2,US,PHX,0,9,30,0
ATL,3,17,16,4,DL,SEA,0,7,29,0
ATL,3,26,6,6,MQ,LGA,0,9,30,0
JFK,3,27,15,7,MQ,CVG,0,16,29,0
DTW,3,16,16,3,DL,ATL,0,11,29,0
OKC,3,25,14,5,MQ,LAX,0,11,30,0
MIA,3,2,8,3,AA,PHL,0,10,30,0
ORD,3,1,12,2,AA,DFW,0,17,29,0
SAN,3,26,12,6,OO,LAX,0,8,29,0
ATL,3,1,20,2,EV,DAL,0,0,30,0
SEA,3,15,9,2,DL,DTW,0,0,29,0
MIA,3,1,20,2,AA,BOS,0,13,30,0
BOS,3,6,15,7,B6,PHL,0,13,29,0
BOS,3,21,7,1,US,LGA,1,3,30,0
BWI,3,31,6,4,US,CLT,0,3,30,0
BWI,3,31,12,4,WN,AUS,0,6,30,0
ATL,3,14,10,1,US,PHL,0,14,29,0
ORD,3,16,14,3,UA,MSP,0,14,29,0
MCO,3,31,15,4,US,PHL,0,9,30,0
DCA,3,16,10,3,US,LGA,0,5,29,0
IAH,3,20,15,7,EV,OMA,0,6,29,0
SFO,3,25,9,5,US,PHX,0,5,30,0
MSP,3,29,13,2,WN,MDW,0,11,30,0
BWI,3,28,14,1,WN,SDF,1,3,30,0
TPA,3,22,11,2,WN,MCI,1,9,29,0
MSY,3,11,12,5,WN,TPA,0,11,30,0
SEA,3,19,9,6,DL,DTW,0,6,30,0
MIA,3,21,11,1,AA,IAD,0,11,30,0
PBI,3,4,16,5,DL,ATL,0,10,29,0
PHX,3,17,11,4,WN,SNA,0,8,29,0
SEA,3,13,11,7,DL,MSP,0,3,30,0
ATL,3,22,17,2,AS,PDX,0,7,29,0
PHL,3,3,13,4,US,MCO,0,0,30,0
MSY,3,12,17,6,WN,PHX,0,9,30,0
LAS,3,26,13,6,DL,LAX,0,0,30,0
ORD,3,30,5,3,US,CLT,0,5,30,0
OMA,3,21,7,1,WN,LAS,0,3,30,0
SEA,3,5,7,6,AS,PHX,0,0,30,0
LAS,3,4,21,5,B6,JFK,1,13,30,0
OMA,3,8,11,2,EV,IAH,0,15,29,0
IAH,3,12,8,6,DL,SLC,0,6,30,0
LAX,3,23,15,3,WN,DEN,0,6,29,0
PHX,3,7,20,1,WN,LAS,0,0,29,0
SLC,3,24,11,4,DL,OAK,0,0,30,0
IAD,3,11,14,5,DL,ATL,0,13,29,0
IAH,3,6,10,7,UA,MCO,1,3,30,0
SLC,3,23,17,3,OO,DFW,0,9,30,0
BOS,3,23,6,3,B6,RSW,0,0,29,0
PHL,3,11,11,5,DL,ATL,1,13,30,0
FLL,3,20,12,7,AA,ORD,0,7,29,0
ABQ,3,20,10,7,WN,PHX,0,3,29,0
IAH,3,13,6,7,UA,ORD,0,6,30,0
FLL,3,10,18,4,UA,IAD,1,13,29,0
IND,3,8,9,2,FL,TPA,0,0,30,0
JFK,3,18,8,5,DL,TPA,0,16,29,0
BOS,3,6,6,7,UA,SFO,0,14,29,0
MCO,3,28,16,1,UA,EWR,1,5,30,0
DCA,3,10,7,4,UA,ORD,0,14,29,0
MSP,3,21,17,1,US,PHX,0,11,29,0
SDF,3,29,7,2,YV,CLT,0,0,29,0
CLT,3,20,12,7,EV,EWR,0,7,30,0
IAH,3,22,10,2,AA,JFK,0,9,30,0
JAX,3,17,16,4,WN,MDW,1,3,29,0
PHX,3,26,9,6,US,CLT,0,5,30,0
LAX,3,20,15,7,DL,MSP,0,10,29,0
ATL,3,4,17,5,DL,STL,0,5,30,0
LAX,3,4,18,5,VX,SFO,0,3,29,0
MDW,3,15,15,2,WN,DEN,1,14,29,0
LAX,3,27,10,7,UA,EWR,1,0,29,0
STL,3,8,8,2,AA,ORD,0,0,30,0
MSY,3,17,7,4,WN,EWR,0,3,29,0
BOS,3,16,11,3,WN,DEN,0,7,30,0
PDX,3,1,18,2,VX,SFO,0,6,30,0
DTW,3,30,7,3,EV,RDU,1,0,30,0
JFK,3,22,19,2,DL,LAS,0,10,29,0
MSP,3,24,9,4,DL,FLL,1,10,30,0
SFO,3,26,7,6,UA,ORD,0,6,30,0
PHL,3,31,18,4,US,MSP,0,10,29,0
LGA,3,24,19,4,MQ,RDU,0,16,29,0
MDW,3,6,8,7,WN,PHX,0,9,29,0
HNL,3,12,21,6,HA,OGG,0,0,29,0
IAH,3,13,17,7,UA,MSY,0,7,30,0
MDW,3,13,11,7,WN,HOU,0,8,30,0
PHL,3,10,13,4,US,MCO,0,20,29,0
DTW,3,31,8,4,9E,OMA,0,13,29,0
IAH,3,16,5,3,US,CLT,0,9,29,0
SFO,3,14,23,1,UA,EWR,0,3,30,0
LGA,3,14,15,1,MQ,RDU,0,7,30,0
IAD,3,26,17,6,UA,LAX,1,9,30,0
BOS,3,27,10,7,US,DCA,0,10,29,0
DCA,3,30,17,3,US,FLL,0,0,30,0
PDX,3,22,6,2,UA,EWR,1,7,29,0
ORD,3,3,5,4,US,CLT,0,6,29,0
JFK,3,2,12,3,AA,BOS,0,11,29,0
SFO,3,23,18,3,OO,ONT,1,15,29,0
SEA,3,12,20,6,AS,SAN,0,6,30,0
SLC,3,4,15,5,DL,MSP,0,9,30,0
SAN,3,22,13,2,MQ,LAX,0,9,29,0
BOS,3,23,18,3,B6,IAD,0,7,29,0
IAD,3,14,14,1,UA,ORD,0,3,30,0
DCA,3,15,20,2,DL,ATL,0,5,30,0
PIT,3,17,15,4,FL,MCO,0,14,29,0
LAS,3,14,7,1,WN,SLC,0,5,30,0
SFO,3,30,12,3,UA,IAD,0,3,30,0
LGA,3,25,8,5,MQ,DTW,0,16,30,0
MCO,3,23,17,3,WN,BDL,0,9,29,0
BOS,3,23,10,3,WN,BWI,0,3,29,0
FLL,3,18,10,5,FL,PHL,0,9,29,0
IAD,3,4,20,5,UA,LAX,1,0,30,0
ATL,3,15,8,2,DL,PBI,0,8,29,0
MIA,3,17,10,4,AA,LAX,0,9,29,0
SAT,3,17,12,4,WN,TPA,0,6,30,0
ATL,3,30,21,3,DL,JAX,0,3,30,0
DCA,3,10,17,4,AA,DFW,0,13,29,0
LAS,3,24,14,4,WN,DEN,0,5,29,0
MIA,3,29,12,2,AA,EWR,1,15,30,0
JFK,3,19,7,6,VX,SFO,0,0,29,0
EWR,3,31,18,4,UA,IAH,0,11,29,0
MIA,3,1,21,2,AA,TPA,0,9,30,0
MIA,3,22,13,2,AA,TPA,0,7,29,0
MKE,3,17,12,4,DL,MSP,0,8,29,0
SAN,3,13,11,7,DL,ATL,0,9,29,0
BUR,3,6,16,7,WN,OAK,0,9,29,0
EWR,3,15,13,2,WN,BNA,0,6,30,0
ATL,3,5,12,6,DL,CMH,0,7,30,0
SFO,3,19,10,6,VX,SAN,0,3,30,0
MSP,3,15,10,2,AA,DFW,0,8,29,0
CLT,3,27,17,7,US,PBI,0,6,30,0
OMA,3,4,14,5,F9,DEN,1,10,29,0
PIT,3,15,19,2,FL,ATL,0,0,30,0
HOU,3,21,20,1,WN,IND,0,3,29,0
SAN,3,16,15,3,UA,SFO,0,10,29,0
LAX,3,21,13,1,MQ,IAH,0,10,29,0
LAX,3,24,12,4,AA,BOS,0,10,30,0
JFK,3,19,16,6,9E,MSP,1,8,29,0
IAH,3,6,8,7,DL,SLC,1,7,29,0
PIT,3,6,7,7,US,PHX,0,5,29,0
AUS,3,29,11,2,9E,MSP,0,17,30,0
SMF,3,16,20,3,WN,LAS,0,0,30,0
MIA,3,2,14,3,DL,ATL,0,8,30,1
JAX,3,31,17,4,MQ,MIA,0,11,29,0
LAX,3,19,19,6,OO,LAS,0,6,29,0
IAD,3,1,22,2,YV,IND,0,0,30,0
JFK,3,11,6,5,B6,TPA,0,17,30,0
LAS,3,11,17,5,WN,LAX,0,5,29,0
LAS,3,19,13,6,WN,DEN,1,0,29,0
ATL,3,24,22,4,FL,DCA,1,7,30,0
CMH,3,8,13,2,WN,BWI,0,10,30,0
ATL,3,25,10,5,DL,DTW,0,8,30,0
AUS,3,30,12,3,9E,DTW,0,15,29,0
MEM,3,1,6,2,MQ,ORD,0,6,29,0
SLC,3,30,14,3,AA,DFW,0,13,29,0
MIA,3,29,8,2,US,CLT,0,0,30,0
IAH,3,27,7,7,UA,LAX,1,14,30,0
CLE,3,13,12,7,UA,LAX,0,8,29,0
BDL,3,13,12,7,DL,ATL,0,0,29,0
STL,3,18,13,5,OO,CVG,0,6,30,0
TUS,3,29,5,2,OO,LAX,0,7,29,0
SEA,3,26,21,6,B6,JFK,0,5,30,0
MSP,3,15,11,2,DL,PDX,0,8,29,0
ORD,3,22,8,2,UA,SNA,0,7,29,0
SFO,3,13,15,7,WN,LAX,0,16,30,0
PHX,3,15,15,2,WN,DEN,0,11,29,0
SAN,3,3,15,4,WN,SMF,1,9,29,0
RDU,3,16,12,3,WN,BNA,0,3,30,0
EWR,3,25,10,5,US,PHX,0,9,30,0
LAX,3,29,17,2,OO,PHX,0,13,29,0
MCO,3,31,13,4,B6,JFK,0,9,30,0
PHL,3,6,21,7,US,BOS,0,9,30,0
SAT,3,22,13,2,WN,BWI,0,11,30,0
PHX,3,20,5,7,OO,SFO,0,8,29,0
STL,3,16,17,3,AA,ORD,0,9,29,0
SAN,3,8,17,2,OO,LAX,0,8,29,0
JAX,3,13,19,7,WN,HOU,0,5,30,0
MIA,3,3,11,4,AA,TPA,0,6,30,0
IAD,3,8,12,2,EV,RIC,1,8,30,0
ORD,3,2,14,3,AA,PHX,0,9,30,0
BDL,3,21,6,1,DL,DTW,0,5,30,0
FLL,3,23,17,3,DL,ATL,1,8,29,0
ATL,3,3,10,4,FL,MDW,0,3,30,0
ORD,3,24,6,4,MQ,PHL,0,11,30,0
CLT,3,21,9,1,US,MEM,0,5,30,0
MSP,3,16,19,3,DL,ATL,1,0,29,0
LAS,3,14,14,1,DL,DTW,0,6,29,0
IAH,3,7,7,1,UA,DCA,0,3,30,0
RDU,3,16,6,3,MQ,DCA,0,3,30,0
DTW,3,20,12,7,DL,LGA,0,8,29,0
SMF,3,20,11,7,WN,PHX,0,5,29,0
LGA,3,17,19,4,MQ,MSP,1,14,29,0
LAS,3,10,19,4,AA,LAX,1,8,29,0
MDW,3,3,13,4,WN,PHL,0,7,29,0
MSP,3,24,17,4,DL,LGA,1,5,30,0
SLC,3,19,8,6,OO,SAN,0,8,30,0
ATL,3,15,10,2,FL,PHL,0,9,30,0
SFO,3,10,10,4,AS,SEA,0,0,29,0
ATL,3,2,13,3,DL,PHX,0,7,30,0
EWR,3,15,16,2,DL,DTW,0,8,30,0
SNA,3,14,6,1,UA,IAH,0,0,30,0
MDW,3,31,8,4,WN,TUS,1,9,29,0
PHL,3,6,6,7,AA,MIA,0,6,30,0
SAN,3,23,13,3,OO,LAX,0,8,29,0
RSW,3,1,18,2,UA,EWR,0,10,29,0
BOS,3,5,12,6,WN,MKE,1,8,30,0
DCA,3,27,9,7,US,BOS,0,3,30,0
IAD,3,31,8,4,YV,AUS,0,6,29,0
BNA,3,25,5,5,MQ,DCA,0,3,30,0
BOS,3,17,10,4,US,LGA,1,13,29,0
DCA,3,11,18,5,FL,ATL,1,9,29,0
LAS,3,30,10,3,WN,SEA,0,7,30,0
DCA,3,10,7,4,DL,ATL,1,14,29,0
SEA,3,13,10,7,WN,MDW,0,8,29,0
JFK,3,31,19,4,9E,ORD,1,16,29,0
CLE,3,2,20,3,EV,MCI,0,3,30,0
BDL,3,1,13,2,AA,DFW,0,3,29,0
IAH,3,30,14,3,OO,DAL,0,9,29,0
ATL,3,27,18,7,DL,PHX,0,0,30,0
ORF,3,7,20,1,WN,BWI,0,0,29,0
CLT,3,8,6,2,DL,ATL,0,15,29,0
ORD,3,31,15,4,UA,EWR,1,9,29,0
IAH,3,15,17,2,UA,SAN,0,10,29,0
MSP,3,1,8,2,AA,ORD,0,14,29,0
LAS,3,27,15,7,WN,DEN,0,18,29,0
SJU,3,9,11,3,AA,JFK,0,6,29,0
CLE,3,25,18,5,YV,PHL,0,6,30,0
SFO,3,12,12,6,UA,LAX,0,13,29,0
TPA,3,27,8,7,FL,ATL,0,7,30,0
MDW,3,10,11,4,WN,ATL,0,6,30,0
IAD,3,4,7,5,VX,SFO,0,0,30,0
JFK,3,31,13,4,US,PHX,0,16,30,0
IAH,3,22,13,2,EV,MEM,0,8,29,0
SAT,3,15,17,2,OO,MSP,1,10,29,0
EWR,3,26,18,6,UA,CLE,1,11,29,0
IND,3,29,11,2,EV,ORD,0,6,30,0
BDL,3,17,9,4,AA,LAX,0,6,29,0
MCO,3,9,7,3,AA,ORD,0,13,29,0
SLC,3,28,14,1,OO,AUS,0,20,29,0
ORD,3,27,18,7,UA,ATL,0,5,29,0
LAX,3,31,22,4,UA,IAD,0,6,30,0
PHL,3,6,20,7,US,PBI,0,9,29,0
SAT,3,4,12,5,UA,EWR,0,11,29,0
ANC,3,23,1,3,AS,SEA,0,7,29,0
LAX,3,28,13,1,WN,STL,1,14,29,0
SAN,3,24,21,4,WN,SJC,1,0,30,0
AUS,3,10,21,4,YV,PHX,0,13,29,0
IAH,3,9,17,3,AS,SEA,0,10,29,0
CLT,3,23,9,3,US,JAX,0,5,29,0
LAX,3,21,22,1,UA,EWR,0,6,29,0
ORD,3,15,11,2,MQ,CMH,0,9,29,0
LAS,3,15,21,2,DL,JFK,0,5,30,0
BOS,3,18,19,5,B6,PBI,0,5,29,0
BNA,3,23,11,3,WN,SAT,1,8,30,0
SJU,3,18,17,5,AA,MIA,0,5,29,0
MSP,3,9,13,3,OO,MDW,0,15,30,0
JFK,3,10,10,4,B6,BUF,0,14,30,0
ORD,3,28,7,1,MQ,MCI,1,3,30,0
MDW,3,13,9,7,WN,FLL,0,9,30,0
ATL,3,31,8,4,FL,SAT,1,5,30,0
SEA,3,30,7,3,DL,DTW,0,7,30,0
JFK,3,31,14,4,B6,HOU,0,18,30,0
CMH,3,20,11,7,MQ,ORD,0,13,30,0
ATL,3,7,8,1,DL,HOU,0,10,29,0
BWI,3,10,10,4,FL,TPA,0,10,29,0
LAS,3,21,14,1,WN,OMA,0,5,29,0
MDW,3,22,15,2,F9,DEN,0,6,29,0
JFK,3,22,17,2,AA,LAS,1,11,29,0
MSP,3,8,13,2,US,PHL,0,17,29,0
LAX,3,2,17,3,WN,SFO,0,14,29,0
BWI,3,30,7,3,WN,PIT,0,3,29,0
PHX,3,10,12,4,US,DEN,0,5,29,0
LAX,3,8,12,2,OO,DFW,1,10,29,0
LAX,3,25,8,5,VX,MCO,0,5,30,0
LAX,3,25,12,5,AA,AUS,0,6,29,0
MEM,3,29,8,2,9E,DCA,0,3,29,0
ATL,3,29,9,2,DL,MCO,0,0,30,0
SAN,3,14,16,1,US,PHX,0,11,29,0
IND,3,22,12,2,US,CLT,0,3,29,0
LGA,3,23,12,3,UA,ORD,0,16,29,0
BOS,3,20,14,7,WN,BWI,0,18,29,0
PHX,3,8,14,2,UA,ORD,1,10,29,0
MSP,3,7,7,1,DL,BOS,0,3,29,0
ATL,3,17,14,4,DL,RIC,0,5,29,0
MCO,3,13,14,7,US,DCA,0,6,30,0
OAK,3,15,20,2,WN,SEA,1,8,29,0
MSY,3,31,17,4,WN,DAL,1,14,29,0
FLL,3,12,17,6,WN,BWI,1,9,29,0
RDU,3,16,5,3,EV,EWR,0,3,29,0
IAH,3,13,17,7,UA,SMF,0,7,29,0
BNA,3,16,6,3,WN,DEN,0,5,29,0
IAH,3,27,21,7,UA,SAT,1,0,29,0
PHX,3,17,19,4,US,ANC,0,6,29,0
PHX,3,14,11,1,F9,DEN,1,3,29,0
PDX,3,18,6,5,WN,PHX,0,5,30,0
BNA,3,12,16,6,MQ,MIA,0,0,30,0
MDW,3,17,16,4,WN,EWR,0,10,29,0
MCO,3,16,7,3,UA,SFO,0,6,29,0
SLC,3,9,20,3,DL,IAH,0,8,29,0
SAN,3,18,6,5,US,PHX,0,0,29,0
ATL,3,26,15,6,DL,DCA,0,10,30,0
LGA,3,31,8,4,AA,MIA,0,9,29,0
LAS,3,13,15,7,WN,SAN,1,22,29,0
SMF,3,28,19,1,US,PHX,0,14,29,0
LGB,3,6,20,7,B6,OAK,0,11,29,0
LAS,3,7,8,1,WN,DEN,0,5,29,0
ABQ,3,20,8,7,OO,PHX,0,0,30,0
PHL,3,11,18,5,FL,ATL,1,13,29,0
ORD,3,26,13,6,EV,RIC,0,20,29,0
BNA,3,4,9,5,WN,MCI,0,6,30,0
EWR,3,2,17,3,UA,BOS,0,10,29,0
ABQ,3,28,8,1,WN,MDW,0,0,29,0
ATL,3,20,9,7,DL,BNA,0,3,30,0
EWR,3,5,19,6,UA,LAX,0,3,30,0
SLC,3,5,8,6,OO,LGB,0,3,30,0
BWI,3,11,19,5,WN,MCI,1,11,29,0
HNL,3,11,13,5,HA,SFO,0,10,29,0
STL,3,21,11,1,AA,ORD,0,13,29,0
ATL,3,29,17,2,FL,PHL,0,0,30,0
ORF,3,10,6,4,WN,ATL,0,21,29,0
SEA,3,1,18,2,AS,SMF,0,9,30,0
LAX,3,15,7,2,OO,SJC,0,0,29,0
MSP,3,30,7,3,AA,DFW,0,7,29,0
BWI,3,16,13,3,WN,PBI,0,0,29,0
ORD,3,1,13,2,UA,PIT,1,18,29,0
ATL,3,28,17,1,FL,LGA,1,0,30,0
ORD,3,13,7,7,US,PHX,0,6,30,0
MCO,3,19,13,6,WN,BWI,0,10,29,0
MCO,3,30,6,3,WN,HOU,0,5,30,0
DCA,3,29,8,2,AA,MIA,0,6,30,0
CLT,3,10,18,4,US,EWR,1,7,29,0
JFK,3,17,17,4,AA,SAN,0,13,29,0
PIT,3,30,7,3,WN,LAS,0,0,30,0
CLT,3,3,14,4,US,PHL,0,8,30,0
ATL,3,17,8,4,DL,BOS,0,6,29,0
PHX,3,29,20,2,WN,SAN,0,3,29,0
TPA,3,22,10,2,B6,JFK,0,6,29,0
SLC,3,10,9,4,DL,MEM,0,8,29,0
PHX,3,3,23,4,US,ATL,0,10,29,0
IAH,3,1,13,2,EV,OMA,0,10,29,0
SAN,3,8,22,2,AA,MIA,0,7,29,0
BOS,3,21,6,1,US,CLT,0,5,30,0
SLC,3,12,17,6,DL,SAT,0,7,29,0
MSP,3,20,19,7,DL,DEN,0,17,29,0
PHX,3,9,14,3,WN,PHL,1,20,29,0
PHX,3,23,16,3,DL,SLC,0,3,29,0
LAX,3,3,18,4,OO,DFW,0,8,29,0
SAN,3,19,13,6,WN,SMF,1,10,29,0
LGA,3,6,16,7,AA,ORD,0,11,29,0
HNL,3,1,10,2,HA,OGG,0,11,30,0
DTW,3,1,8,2,DL,PHX,0,8,29,0
SAT,3,30,15,3,WN,DAL,0,8,29,0
BNA,3,24,13,4,AA,DFW,1,6,30,0
PHX,3,22,7,2,US,DFW,0,7,29,0
MSP,3,4,21,5,DL,OMA,0,17,29,0
ORF,3,9,9,3,DL,ATL,0,25,30,0
MCO,3,28,6,1,US,CLT,0,3,30,0
JFK,3,14,16,1,9E,MSP,0,7,30,0
BWI,3,24,21,4,WN,PVD,1,5,30,0
PHL,3,18,10,5,US,MCO,0,11,29,0
ABQ,3,19,7,6,AA,DFW,1,7,30,0
IAD,3,25,12,5,WN,MDW,1,18,30,0
BOS,3,10,5,4,AA,JFK,0,6,30,0
SAT,3,29,6,2,EV,MSP,0,10,30,0
LGA,3,13,16,7,DL,MSP,1,16,30,0
CLT,3,27,18,7,US,FLL,0,5,30,0
PIT,3,12,12,6,WN,BNA,0,9,29,0
CLE,3,25,8,5,WN,MDW,0,8,30,0
PHX,3,11,9,5,DL,MSP,0,3,29,0
BUR,3,21,12,1,YV,PHX,0,3,29,0
SNA,3,23,6,3,WN,OAK,1,0,29,0
SAN,3,27,22,7,DL,ATL,0,6,29,0
STL,3,14,20,1,WN,MDW,1,10,30,0
MCO,3,25,10,5,FL,IND,0,11,30,0
EWR,3,8,12,2,UA,LAS,0,8,30,0
ATL,3,30,19,3,DL,TPA,0,5,30,0
SAT,3,15,15,2,AA,DFW,1,6,29,0
PHX,3,23,14,3,WN,LAS,0,8,29,0
LAS,3,11,7,5,DL,MSP,0,3,30,0
LAS,3,29,23,2,DL,ATL,0,3,29,0
ATL,3,24,9,4,DL,ORF,0,3,30,0
STL,3,28,12,1,WN,PHX,0,0,30,0
ORD,3,3,18,4,UA,BOS,1,8,29,0
PHL,3,11,9,5,AA,DFW,0,14,29,0
PHX,3,9,12,3,WN,LAS,0,22,29,0
IAH,3,5,13,6,DL,ATL,1,5,29,0
TPA,3,22,9,2,AA,DFW,0,0,29,0
ORD,3,15,7,2,EV,BNA,0,7,29,0
MSP,3,22,11,2,US,CLT,0,3,29,0
ATL,3,24,16,4,DL,AUS,0,7,30,0
PDX,3,21,14,1,F9,DEN,0,8,30,0
MDW,3,15,9,2,WN,RDU,1,9,29,0
ABQ,3,1,7,2,WN,DEN,0,0,29,0
BUR,3,27,15,7,WN,SJC,0,9,29,0
ORD,3,21,17,1,AA,SFO,0,18,29,0
PHX,3,25,6,5,WN,DEN,0,3,29,0
FLL,3,21,17,1,FL,BWI,0,11,29,0
STL,3,20,19,7,WN,RDU,1,9,29,0
LAX,3,22,16,2,AA,HNL,0,14,29,0
LAX,3,2,16,3,AA,DFW,0,15,29,0
DCA,3,24,20,4,B6,BOS,0,7,30,0
OMA,3,7,6,1,DL,DTW,0,5,30,0
HNL,3,29,16,2,HA,OGG,0,8,29,0
SFO,3,10,16,4,DL,JFK,0,5,29,0
RDU,3,24,9,4,AA,DFW,0,7,30,0
SNA,3,4,20,5,WN,SMF,1,16,29,0
ATL,3,10,10,4,DL,PHL,0,5,30,0
ATL,3,4,22,5,DL,RSW,0,3,30,0
DCA,3,4,7,5,EV,EWR,0,0,30,0
AUS,3,25,17,5,VX,SFO,0,8,30,0
PHX,3,9,20,3,US,OAK,0,13,29,0
ATL,3,10,10,4,DL,PIT,0,5,30,0
LAX,3,20,16,7,UA,JFK,0,8,29,0
CLT,3,15,11,2,US,JAX,0,9,30,0
MSP,3,13,17,7,EV,IAH,1,5,30,0
ATL,3,27,8,7,DL,SDF,0,0,30,0
MSP,3,28,11,1,DL,SMF,0,11,30,0
PIT,3,26,15,6,WN,MDW,0,14,29,0
IAH,3,31,7,4,EV,CLT,0,9,29,0
LAS,3,13,16,7,DL,JFK,0,13,29,0
ATL,3,21,8,1,FL,MKE,0,7,30,0
EWR,3,29,8,2,EV,STL,0,13,30,0
ATL,3,25,8,5,DL,PBI,1,11,30,0
SFO,3,10,10,4,WN,PHX,1,0,29,0
DTW,3,3,17,4,EV,PIT,0,11,29,0
MCO,3,26,7,6,WN,MDW,0,6,30,0
EWR,3,4,6,5,US,CLT,0,0,30,0
SEA,3,20,18,7,AS,SAN,0,6,30,0
LAX,3,21,11,1,OO,SAN,0,7,29,0
LGA,3,31,13,4,EV,BNA,0,8,30,0
ATL,3,4,16,5,DL,LAS,1,0,30,0
LAS,3,1,6,2,WN,DEN,0,6,29,0
DTW,3,22,21,2,DL,BWI,0,6,29,0
BWI,3,19,18,6,MQ,ORD,0,3,29,0
LAX,3,30,15,3,WN,OAK,0,13,30,0
MCO,3,21,17,1,VX,LAX,0,6,29,0
LAX,3,8,10,2,WN,HOU,0,10,29,0
IAH,3,20,11,7,UA,EWR,0,3,30,0
LGB,3,21,8,1,B6,SLC,0,0,29,0
RDU,3,17,18,4,DL,ATL,1,10,29,0
LGA,3,4,18,5,AA,ORD,0,8,29,0
SLC,3,20,13,7,DL,DEN,0,11,29,0
LGA,3,14,16,1,AA,MIA,0,7,30,0
SNA,3,9,15,3,WN,SFO,0,9,29,0
CLT,3,24,9,4,US,BWI,0,3,30,0
AUS,3,26,11,6,EV,IAH,1,9,30,0
SFO,3,20,6,7,UA,IAD,0,9,29,0
CMH,3,5,13,6,WN,TPA,0,9,29,0
BOS,3,24,7,4,US,DCA,0,10,29,0
ATL,3,11,20,5,DL,PHX,0,6,29,0
BOS,3,21,8,1,B6,LAX,0,0,30,0
LAX,3,25,11,5,OO,OAK,0,9,30,0
MCO,3,20,10,7,WN,AUS,1,0,29,0
SEA,3,10,23,4,AA,DFW,0,0,29,0
CLT,3,14,7,1,US,BOS,0,11,30,0
SLC,3,12,7,6,WN,PHX,0,11,29,0
EWR,3,6,10,7,MQ,ORD,1,7,30,0
MCO,3,18,18,5,FL,STL,0,9,29,0
MSY,3,5,12,6,DL,ATL,0,16,29,0
BNA,3,19,16,6,WN,MDW,0,8,30,0
DTW,3,17,15,4,DL,PHX,0,13,29,0
SFO,3,27,9,7,AA,LAX,0,9,29,0
MEM,3,4,17,5,EV,ORD,0,10,29,0
PHL,3,17,11,4,US,MCO,0,0,29,0
PHX,3,5,8,6,US,PHL,0,5,30,0
JFK,3,20,19,7,B6,MCO,0,11,30,0
DTW,3,28,10,1,EV,CLT,0,9,30,0
SJC,3,4,10,5,WN,LAX,0,0,30,0
EWR,3,18,13,5,WN,BNA,0,15,29,0
SAT,3,13,16,7,WN,DAL,0,3,30,0
SAN,3,28,15,1,UA,SFO,0,10,29,0
FLL,3,13,11,7,DL,LGA,0,10,30,0
FLL,3,22,7,2,UA,EWR,0,0,29,0
PDX,3,27,8,7,US,PHX,0,3,29,0
RIC,3,23,9,3,YV,CLT,0,9,29,0
LAX,3,22,16,2,AS,PDX,0,14,29,0
IND,3,13,19,7,WN,BWI,0,7,30,0
LAS,3,29,20,2,WN,LAX,1,8,29,0
DAL,3,12,8,6,WN,AUS,0,7,29,0
BWI,3,10,10,4,DL,ATL,1,7,29,0
CLT,3,25,16,5,MQ,LGA,1,13,30,0
PDX,3,24,7,4,DL,JFK,0,3,30,0
BDL,3,7,17,1,WN,MDW,0,15,29,0
TUS,3,31,10,4,WN,MDW,0,3,30,0
OKC,3,23,13,3,WN,DAL,0,13,30,0
MIA,3,10,7,4,DL,LGA,0,6,29,0
MDW,3,18,13,5,WN,MCO,0,14,29,0
MSY,3,5,14,6,AA,MIA,0,10,29,0
SEA,3,24,12,4,AS,SAN,0,0,29,0
PHL,3,23,14,3,US,BOS,1,8,29,0
STL,3,9,12,3,WN,PHX,0,0,30,0
PHL,3,2,15,3,US,CLT,0,13,29,0
LGA,3,30,6,3,DL,ATL,0,6,30,0
MSP,3,5,19,6,DL,LAX,0,8,29,0
IAH,3,27,10,7,EV,AUS,0,5,29,0
JFK,3,3,17,4,AA,IAH,0,8,30,0
PDX,3,19,7,6,AS,SNA,0,6,29,0
BOS,3,24,7,4,B6,DFW,0,10,29,0
RNO,3,4,7,5,WN,LAX,0,3,30,0
PHL,3,11,6,5,US,CLT,0,15,29,0
DCA,3,13,17,7,EV,CVG,0,11,29,0
SFO,3,10,10,4,AA,DFW,0,0,29,0
DTW,3,28,14,1,DL,ATL,0,8,30,0
CLT,3,5,8,6,EV,IAH,0,0,30,0
CLT,3,24,9,4,YV,AUS,1,3,30,0
IAD,3,12,12,6,EV,BDL,1,11,30,0
SAT,3,12,6,6,OO,LAX,0,9,29,0
IAH,3,23,18,3,UA,LAX,0,0,30,0
SNA,3,22,7,2,AS,SEA,1,0,29,0
